# Removed overlapping spots
775.809753 82.742791 3.287595
345.557705 479.000000 3.308526
849.000000 181.250099 3.245547
414.000000 824.000000 3.402495
286.509774 789.509456 3.497834
175.000000 556.000000 3.149851
202.776573 509.787607 3.982204
675.000000 643.000000 3.196665
829.713179 81.203458 3.292689
238.941822 564.605849 3.339008
287.000000 771.623265 3.260754
185.000000 538.254599 3.188447
327.000000 518.905577 3.405269
785.538173 126.774177 3.160857
167.843778 646.000000 3.273176
113.000000 694.000000 4.534912
360.000000 878.000000 3.420674
704.469586 119.089381 3.349046
429.000000 689.000000 3.333446
133.847550 844.662178 3.234051
238.018956 537.046355 3.191712
271.829088 310.640942 4.853292
89.083494 773.921466 3.225294
471.531029 508.000000 3.110754
204.000000 77.000000 3.109595
426.000000 509.000000 3.349846
661.000000 219.000000 3.160857
116.322504 791.090811 3.242739
476.187842 479.000000 3.227907
149.947122 701.100210 3.317732
440.000000 832.531699 3.505858
265.000000 582.000000 3.305480
396.252374 824.000000 3.258483
194.000000 582.770642 3.236969
439.000000 698.790393 3.239037
552.534911 174.000000 3.379641
858.000000 117.410833 3.253315
431.000000 824.000000 3.232743
374.647166 662.434714 3.388921
122.873638 96.802955 3.306081
240.000000 701.000000 3.314274
77.251746 701.509369 3.345663
257.296422 86.000000 3.449832
480.000000 507.343380 3.262760
868.208445 776.000000 3.141868
170.437635 807.728253 3.245127
131.000000 655.854361 3.189695
332.749873 353.538242 3.221920
375.138293 680.500126 3.127119
535.847353 301.395783 3.298583
166.825064 565.129092 3.283054
602.752393 653.000000 3.126543
422.078566 743.256253 3.283054
142.000000 738.000000 4.201432
382.629335 476.652284 3.529393
614.385700 75.201416 3.169888
795.735995 732.000000 3.312343
922.648358 225.226772 3.277327
184.613344 547.000000 3.316779
239.434490 672.874955 3.284525
303.213557 717.337416 3.126543
551.000000 130.000000 3.185310
302.619015 86.381682 3.443342
94.281564 490.090862 3.118047
176.333777 583.000000 3.160857
817.661226 615.913070 3.277985
260.413354 762.775866 3.181545
274.000000 564.000000 3.126543
762.000000 796.000000 3.274039
467.303631 832.260399 3.147641
231.000000 672.000000 3.237470
116.097947 809.395714 3.219335
484.763399 795.626506 3.153109
251.811854 843.055918 3.189029
115.327908 142.013718 3.270578
301.621782 617.749929 3.181413
238.000000 601.000000 3.417811
291.789755 469.814853 3.186202
457.855163 814.836168 3.254877
606.550074 197.464929 3.197924
157.574048 592.955884 3.160857
188.954003 880.000000 3.219204
398.713712 498.597351 3.212215
419.722021 671.000000 3.443342
597.903150 183.561966 3.217386
482.000000 534.381000 3.356070
275.742332 654.639325 3.414880
579.213855 129.530853 3.181545
595.809653 57.451806 3.309142
404.589690 824.201912 3.315565
623.000000 137.000000 3.516375
821.077637 80.558999 3.249275
273.584568 488.650049 3.260430
683.000000 689.000000 3.356070
403.655315 761.164442 3.258599
204.853279 718.529906 3.333665
179.156016 150.154764 3.054284
349.000000 156.894908 4.242641
821.600894 145.321551 3.076223
536.000000 220.000000 3.538680
650.567086 83.963691 3.239484
346.782441 86.460997 3.315344
895.109539 225.215193 3.181413
386.000000 877.584430 3.360560
89.320624 818.613852 3.330941
134.780864 800.503759 3.312343
209.000000 312.000000 3.176443
526.466087 310.993725 3.312343
791.790460 624.234183 3.260430
823.263916 226.721590 3.176443
543.585793 725.755761 3.025146
134.171510 809.014901 3.271687
76.390749 593.195375 3.316496
130.000000 565.314146 3.189029
169.774863 790.700310 3.217386
257.722247 672.592949 3.190606
314.000000 185.000000 3.185722
342.057319 860.606182 3.185310
569.955662 129.576156 3.245127
175.762782 79.000000 3.176443
387.565584 308.232361 5.815386
434.000000 188.000000 3.087987
477.280594 832.657182 3.963250
562.636968 283.306652 3.192486
794.759663 118.000000 3.000000
912.303738 134.676535 3.217386
444.244354 498.514632 3.217386
77.250147 692.582018 3.195016
106.000000 818.564587 3.379748
328.380224 581.000000 3.364528
560.724057 129.531258 3.196665
367.752004 877.883714 3.312004
197.464391 149.810225 3.103909
231.000000 79.000000 3.211874
239.647533 508.282959 5.466530
473.510910 680.006923 3.217386
382.006717 517.913302 3.190606
189.000000 187.000000 3.186202
410.124980 599.000000 3.185310
319.874832 671.721926 3.220292
571.573390 308.847463 3.164395
354.783087 517.924615 3.318030
381.000000 508.000000 3.087987
473.712785 670.067231 3.188447
589.464426 274.246358 3.220292
659.853089 147.000000 3.222961
883.469748 54.027450 3.278878
310.845923 590.905144 3.295463
554.353839 797.121389 3.342143
97.000000 78.000000 3.306081
221.409393 600.644783 3.290315
485.686211 219.000000 3.176443
93.879559 530.100671 3.250164
150.000000 655.000000 3.340867
194.619421 736.940698 3.185310
206.346310 149.151151 3.217386
358.000000 744.000000 3.126543
641.490002 83.628067 3.296240
734.000000 307.674777 3.152676
785.503343 118.318175 3.176443
234.085486 879.910359 3.211682
189.000000 204.000000 3.217386
202.938585 564.541603 3.159150
319.000000 536.000000 3.098900
328.000000 662.756414 4.220322
374.000000 645.000000 3.195016
401.915669 670.759086 3.219981
449.304212 779.000000 3.087987
477.000000 876.952598 3.287595
722.628681 82.410788 3.087987
734.205525 316.690222 3.152676
785.744328 136.443760 3.169888
131.710028 710.966864 3.160857
491.855183 679.103057 3.338302
568.000000 691.000000 3.217386
888.154085 866.181125 3.152676
348.146049 725.732414 3.249924
274.538399 582.510467 3.294911
445.419168 477.245236 3.181682
71.624853 792.145524 3.268039
