# Removed overlapping spots
719.477797 289.133375 4.672412
362.939824 526.690996 4.919957
859.000000 120.597041 3.573405
605.000000 310.000000 4.720971
166.438675 553.530278 4.545919
603.809290 595.000000 4.519139
339.000000 80.000000 4.147134
869.384417 68.849656 4.924814
282.000000 584.354286 4.767011
890.325868 773.000000 5.245307
667.000000 289.000000 5.251250
94.156544 318.000000 4.580431
935.320332 554.000000 4.164407
984.390018 69.000000 4.752282
261.000000 308.394334 4.670681
806.733675 120.703964 4.520077
411.000000 756.551042 4.955142
421.536940 766.384867 4.471703
720.000000 552.630298 4.426288
72.721604 573.396383 4.409788
260.000000 574.000000 4.576308
828.331336 79.629911 4.091861
904.346063 533.991112 3.976182
463.012603 798.342254 4.477971
370.089305 320.942671 4.533189
384.261826 579.000000 4.666801
240.000000 594.997167 4.704738
219.000000 573.928919 4.634859
751.270349 309.856133 4.855524
872.564907 586.000000 4.107579
349.000000 798.000000 4.024154
239.543962 521.610985 4.144609
359.321560 341.475326 4.793527
177.000000 349.000000 4.544389
283.000000 106.000000 4.485723
588.029377 74.868286 4.641144
319.000000 131.161529 4.245283
187.807495 573.763661 4.376813
137.168314 74.698022 5.023061
412.591466 79.513853 4.053281
541.318135 785.763186 4.148684
922.804257 300.000000 4.697727
942.000000 69.000000 4.605598
872.858631 565.115072 4.297704
95.263372 85.621922 5.247073
177.825723 522.114692 4.685868
187.740406 349.000000 4.695759
942.645471 816.385045 4.479784
682.401018 116.392895 5.208835
374.052891 568.828079 4.928448
972.989906 121.000000 4.315462
625.712455 543.000000 4.672299
563.579471 360.756141 5.000808
574.000000 320.000000 4.163887
84.493222 127.000000 4.656531
328.000000 342.000000 4.823156
327.000000 300.696485 4.489783
93.000000 573.000000 3.606967
380.447921 301.000000 4.489887
260.375196 297.204260 3.783319
889.590408 69.000000 4.532735
453.512281 69.000000 4.610538
262.336377 74.360973 4.985705
894.000000 565.000000 4.480781
829.000000 920.000000 4.877679
796.493179 120.657464 3.960057
463.110110 776.538509 4.571245
363.546313 567.896902 4.979902
435.780644 568.205896 4.981948
668.062849 320.141266 4.639254
515.431023 352.078909 4.432916
338.489261 787.553231 4.299917
707.514207 584.627149 3.798800
229.000000 116.244653 4.967307
156.904839 116.169098 4.869592
307.000000 829.000000 4.770113
687.769465 553.267866 4.310330
218.875771 532.333999 4.884078
452.704571 787.866616 4.605124
604.422717 807.320434 4.186600
261.000000 349.000000 4.863810
370.652433 90.000000 3.967074
663.000000 115.192606 4.948080
698.000000 574.000000 4.685319
446.000000 589.453802 4.710055
404.650879 516.650268 4.969920
412.591908 59.032432 4.461200
720.335482 542.052254 4.150030
126.433086 136.474196 3.045875
137.000000 95.682284 4.477691
925.000000 597.000000 3.888063
965.005916 351.162235 3.448507
374.000000 579.513427 4.811553
422.000000 788.000000 3.951069
383.748370 527.515224 5.089929
542.000000 371.922622 4.747037
188.000000 769.511555 3.833082
391.491672 798.706951 4.387858
453.528826 121.000000 4.500193
940.739182 121.020336 4.479249
474.000000 819.453126 4.457485
676.000000 775.406394 4.371703
880.947288 816.909538 4.667945
966.547262 554.397813 4.069733
789.000000 351.000000 4.114909
851.347291 586.373829 4.357190
104.167542 319.002658 4.206677
198.533286 542.866528 4.396179
498.899907 537.721396 4.867483
218.255186 553.498570 4.206212
240.000000 822.392501 4.175751
739.020266 774.682797 4.602483
509.290527 547.141351 4.648668
321.644857 547.687274 4.786485
507.000000 110.781847 3.521578
167.924641 823.019108 3.590867
307.281334 301.075693 4.969296
135.747107 552.992660 4.411382
442.741670 808.727583 4.070141
370.466540 69.763105 3.320394
126.000000 542.604245 4.549397
135.923066 594.268450 4.620380
187.769833 553.000000 4.244001
307.462614 788.000000 4.888799
901.636288 350.344408 3.207910
955.713194 351.000000 4.852007
966.299480 310.770309 4.361074
167.592426 780.204523 4.139360
484.000000 766.581670 4.070328
405.139322 548.102976 4.486471
261.000000 822.000000 4.705941
338.471346 341.686797 3.895923
